,timestamp,tag,type,description,test
7937,2025-01-03 12:31:39.999999993,AIR003_3,L NR,PURGE C CONC LOW ALM RECOVERED,51
7938,2025-01-03 12:42:49.999999993,AIR003_3,L,PURGE C CONC LOW ALM,51
7939,2025-01-03 12:44:29.999999993,AIR001_3,L,REACT FEED C CONC LOW ALM,51
7940,2025-01-03 13:27:09.999999993,AIR001_1,H,REACT FEED A CONC HIGH ALM,51
7941,2025-01-03 13:44:59.999999993,AIR003_1,H,PURGE A CONC HIGH ALM,51
7942,2025-01-03 13:49:49.999999993,FIR123,L,FLW COND CW LOW ALM,51
7943,2025-01-03 14:35:09.999999993,AIR002_2,L,SEP UFLW E CONC LOW ALM,51
7944,2025-01-03 15:23:59.999999993,AIR002_3,L,SEP UFLW F CONC LOW ALM,51
7945,2025-01-03 15:49:09.999999993,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED,51
7946,2025-01-03 16:11:39.999999993,FIR123,L NR,FLW COND CW LOW ALM RECOVERED,51
7947,2025-01-03 16:53:29.999999993,AIR003_1,H NR,PURGE A CONC HIGH ALM RECOVERED,51
7948,2025-01-03 17:19:49.999999993,AIR001_1,H NR,REACT FEED A CONC HIGH ALM RECOVERED,51
7949,2025-01-03 17:21:09.999999993,AIR001_3,L NR,REACT FEED C CONC LOW ALM RECOVERED,51
7950,2025-01-03 17:26:49.999999993,AIR003_3,L NR,PURGE C CONC LOW ALM RECOVERED,51
7951,2025-01-03 18:02:09.999999993,AIR002_2,L NR,SEP UFLW E CONC LOW ALM RECOVERED,51
7952,2025-01-03 19:21:59.999999993,AIR003_3,H,PURGE C CONC HIGH ALM,51
7953,2025-01-03 19:38:49.999999993,AIR001_3,H,REACT FEED C CONC HIGH ALM,51
7954,2025-01-03 22:08:49.999999993,AIR002_2,H,SEP UFLW E CONC HIGH ALM,51
7955,2025-01-03 22:26:49.999999993,AIR001_3,H NR,REACT FEED C CONC HIGH ALM RECOVERED,51
7956,2025-01-03 22:38:59.999999993,AIR003_3,H NR,PURGE C CONC HIGH ALM RECOVERED,51
7957,2025-01-04 00:48:19.999999993,AIR002_2,H NR,SEP UFLW E CONC HIGH ALM RECOVERED,51
7958,2025-01-04 06:32:39.999999993,AIR103_2,H,C FEED B CONC HIGH ALM,51
7959,2025-01-04 10:33:39.999999993,AIR001_6,L,REACT FEED F CONC LOW ALM,51
7960,2025-01-04 12:25:59.999999993,AIR002_3,L,SEP UFLW F CONC LOW ALM,51
7961,2025-01-04 12:55:29.999999993,AIR003_6,L,PURGE F CONC LOW ALM,51
7962,2025-01-06 03:33:09.999999993,AIR103_2,H NR,C FEED B CONC HIGH ALM RECOVERED,51
7963,2025-01-06 07:05:39.999999993,AIR002_2,L,SEP UFLW E CONC LOW ALM,51
7964,2025-01-06 10:35:39.999999993,AIR002_2,L NR,SEP UFLW E CONC LOW ALM RECOVERED,51
7965,2025-01-06 16:18:39.999999993,AIR003_6,L NR,PURGE F CONC LOW ALM RECOVERED,51
7966,2025-01-06 16:20:29.999999993,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED,51
7967,2025-01-06 20:23:59.999999993,AIR002_3,L,SEP UFLW F CONC LOW ALM,51
7968,2025-01-06 21:18:19.999999993,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED,51
7969,2025-01-07 01:13:39.999999993,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED,51
7970,2025-01-07 05:49:39.999999992,FIR115,L,FLW PURGE LOW ALM,51
7971,2025-01-07 05:55:29.999999995,V160,H,VLV POS FEED A HIGH ALM,51
7972,2025-01-07 06:17:19.999999991,FIR115,L NR,FLW PURGE LOW ALM RECOVERED,51
7973,2025-01-07 06:49:59.999999993,AIR002_2,H,SEP UFLW E CONC HIGH ALM,51
7974,2025-01-07 07:26:29.999999992,FIR123,H,FLW COND CW HIGH ALM,51
7975,2025-01-07 07:28:49.999999993,AIR001_5,H,REACT FEED E CONC HIGH ALM,51
7976,2025-01-07 07:32:49.999999994,AIR001_1,L,REACT FEED A CONC LOW ALM,51
7977,2025-01-07 07:34:59.999999993,AIR003_3,H,PURGE C CONC HIGH ALM,51
7978,2025-01-07 07:46:09.999999993,AIR003_1,L,PURGE A CONC LOW ALM,51
7979,2025-01-07 07:48:09.999999992,AIR003_5,H,PURGE E CONC HIGH ALM,51
7980,2025-01-07 07:48:29.999999993,AIR001_3,H,REACT FEED C CONC HIGH ALM,51
7981,2025-01-07 08:11:29.999999992,AIR003_8,L,PURGE H CONC LOW ALM,51
7982,2025-01-07 08:57:59.999999992,AIR001_4,H,REACT FEED D CONC HIGH ALM,51
7983,2025-01-07 09:11:49.999999994,AIR003_4,H,PURGE D CONC HIGH ALM,51
7984,2025-01-07 09:16:59.999999993,K100,L,COMP WORK LOW ALM,51
7985,2025-01-07 09:20:49.999999994,AIR002_3,H,SEP UFLW F CONC HIGH ALM,51
7986,2025-01-07 09:31:19.999999994,FIR114,L,FLW COMP RCYCL LOW ALM,51
7987,2025-01-07 10:08:19.999999991,TIR113,L,FLW FEED A LOW ALM,51
7988,2025-01-07 10:24:19.999999993,AIR003_7,L,PURGE G CONC LOW ALM,51
7989,2025-01-07 10:54:39.999999994,LIR110,L,LVL STRIP LOW ALM,51
7990,2025-01-07 11:03:39.999999994,FIR104,L,FLW REACT FEED LOW ALM,51
7991,2025-01-07 11:09:29.999999993,TIR111,L,TEMP STRIP LOW ALM,51
7992,2025-01-07 11:26:19.999999991,AIR001_6,L,REACT FEED F CONC LOW ALM,51
7993,2025-01-07 12:19:29.999999995,FIR122,L,FLW REACT CW LOW ALM,51
7994,2025-01-07 12:33:19.999999993,LIR110,LL,LVL STRIP LOW LOW ALM,51
7995,2025-01-07 12:40:49.999999993,AIR003_6,L,PURGE F CONC LOW ALM,51
7996,2025-01-07 12:58:29.999999995,FIR119,H,UFLW SEP HIGH ALM,51
7997,2025-01-07 13:02:59.999999995,AIR001_2,L,REACT FEED B CONC LOW ALM,51
7998,2025-01-07 13:03:09.999999992,V167,H,VLV POS PURGE HIGH ALM,51
7999,2025-01-07 13:03:29.999999993,FIR115,H,FLW PURGE HIGH ALM,51
8000,2025-01-07 14:04:49.999999993,AIR002_5,L,SEP UFLW H CONC LOW ALM,51
8001,2025-01-07 14:27:29.999999993,AIR003_2,L,PURGE B CONC LOW ALM,51
8002,2025-01-07 14:40:29.999999995,FIR102,H,FLW FEED E HIGH ALM,51
8003,2025-01-07 15:20:39.999999993,TIR118,L,TEMP SEP LOW ALM,51
8004,2025-01-07 15:32:39.999999993,FIR115,H NR,FLW PURGE HIGH ALM RECOVERED,51
8005,2025-01-07 15:46:39.999999992,PIR108,H,PRES REACT HIGH ALM,51
8006,2025-01-07 17:07:59.999999993,PIR108,HH,PRES REACT HIGH HIGH ALM,51
8007,2025-01-07 20:07:59.999999993,FIR102,H NR,FLW FEED E HIGH ALM RECOVERED,52
8008,2025-01-07 20:07:59.999999993,FIR114,L NR,FLW COMP RCYCL LOW ALM RECOVERED,52
8009,2025-01-07 20:07:59.999999993,FIR104,L NR,FLW REACT FEED LOW ALM RECOVERED,52
8010,2025-01-07 20:07:59.999999993,PIR108,H NR,PRES REACT HIGH ALM RECOVERED,52
8011,2025-01-07 20:07:59.999999993,TIR118,L NR,TEMP SEP LOW ALM RECOVERED,52
8012,2025-01-07 20:07:59.999999993,FIR119,H NR,UFLW SEP HIGH ALM RECOVERED,52
8013,2025-01-07 20:07:59.999999993,LIR110,LL NR,LVL STRIP LOW LOW ALM RECOVERED,52
8014,2025-01-07 20:07:59.999999993,TIR111,L NR,TEMP STRIP LOW ALM RECOVERED,52
8015,2025-01-07 20:07:59.999999993,K100,L NR,COMP WORK LOW ALM RECOVERED,52
8016,2025-01-07 20:07:59.999999993,TIR113,L NR,FLW FEED A LOW ALM RECOVERED,52
8017,2025-01-07 20:07:59.999999993,AIR001_1,L NR,REACT FEED A CONC LOW ALM RECOVERED,52
8018,2025-01-07 20:07:59.999999993,AIR001_2,L NR,REACT FEED B CONC LOW ALM RECOVERED,52
8019,2025-01-07 20:07:59.999999993,AIR001_3,H NR,REACT FEED C CONC HIGH ALM RECOVERED,52
8020,2025-01-07 20:07:59.999999993,AIR001_4,H NR,REACT FEED D CONC HIGH ALM RECOVERED,52
8021,2025-01-07 20:07:59.999999993,AIR001_5,H NR,REACT FEED E CONC HIGH ALM RECOVERED,52
8022,2025-01-07 20:07:59.999999993,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED,52
8023,2025-01-07 20:07:59.999999993,AIR003_1,L NR,PURGE A CONC LOW ALM RECOVERED,52
8024,2025-01-07 20:07:59.999999993,AIR003_2,L NR,PURGE B CONC LOW ALM RECOVERED,52
8025,2025-01-07 20:07:59.999999993,AIR003_3,H NR,PURGE C CONC HIGH ALM RECOVERED,52
8026,2025-01-07 20:07:59.999999993,AIR003_4,H NR,PURGE D CONC HIGH ALM RECOVERED,52
8027,2025-01-07 20:07:59.999999993,AIR003_5,H NR,PURGE E CONC HIGH ALM RECOVERED,52
8028,2025-01-07 20:07:59.999999993,AIR003_6,L NR,PURGE F CONC LOW ALM RECOVERED,52
8029,2025-01-07 20:07:59.999999993,AIR003_7,L NR,PURGE G CONC LOW ALM RECOVERED,52
8030,2025-01-07 20:07:59.999999993,AIR003_8,L NR,PURGE H CONC LOW ALM RECOVERED,52
8031,2025-01-07 20:07:59.999999993,AIR002_2,H NR,SEP UFLW E CONC HIGH ALM RECOVERED,52
8032,2025-01-07 20:07:59.999999993,AIR002_3,H NR,SEP UFLW F CONC HIGH ALM RECOVERED,52
8033,2025-01-07 20:07:59.999999993,AIR002_5,L NR,SEP UFLW H CONC LOW ALM RECOVERED,52
8034,2025-01-07 20:07:59.999999993,FIR122,L NR,FLW REACT CW LOW ALM RECOVERED,52
8035,2025-01-07 20:07:59.999999993,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED,52
8036,2025-01-07 20:07:59.999999993,V160,H NR,VLV POS FEED A HIGH ALM RECOVERED,52
8037,2025-01-07 20:07:59.999999993,V167,H NR,VLV POS PURGE HIGH ALM RECOVERED,52
8038,2025-01-07 20:08:09.999999993,PIR108,HH NR,PRES REACT HIGH HIGH ALM RECOVERED,52
8039,2025-01-07 20:08:09.999999993,LIR110,L NR,LVL STRIP LOW ALM RECOVERED,52
8040,2025-01-07 21:10:39.999999993,TIR123,H,TEMP COND CWS HIGH ALM,52
8041,2025-01-07 21:18:59.999999993,FIR123,H,FLW COND CW HIGH ALM,52
8042,2025-01-09 17:38:39.999999993,TIR123,H NR,TEMP COND CWS HIGH ALM RECOVERED,52
8043,2025-01-09 17:41:39.999999993,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED,52
8044,2025-01-09 23:14:29.999999993,AIR003_3,H,PURGE C CONC HIGH ALM,52
8045,2025-01-09 23:21:19.999999993,AIR001_3,H,REACT FEED C CONC HIGH ALM,52
8046,2025-01-09 23:37:29.999999993,AIR001_1,L,REACT FEED A CONC LOW ALM,52
8047,2025-01-09 23:50:39.999999993,AIR003_1,L,PURGE A CONC LOW ALM,52
8048,2025-01-10 00:28:09.999999993,AIR002_2,H,SEP UFLW E CONC HIGH ALM,52
8049,2025-01-10 00:46:39.999999993,AIR001_2,L,REACT FEED B CONC LOW ALM,52
8050,2025-01-10 00:48:09.999999993,AIR001_6,L,REACT FEED F CONC LOW ALM,52
8051,2025-01-10 01:15:59.999999993,FIR123,H,FLW COND CW HIGH ALM,52
8052,2025-01-10 01:16:49.999999993,AIR001_5,H,REACT FEED E CONC HIGH ALM,52
8053,2025-01-10 01:57:29.999999993,FIR100,H,FLW FEED A HIGH ALM,52
8054,2025-01-10 02:06:59.999999993,FIR115,L,FLW PURGE LOW ALM,52
8055,2025-01-10 02:17:09.999999993,V160,H,VLV POS FEED A HIGH ALM,52
8056,2025-01-10 02:36:59.999999993,V167,L,VLV POS PURGE LOW ALM,52
8057,2025-01-10 02:38:29.999999993,AIR003_8,L,PURGE H CONC LOW ALM,52
8058,2025-01-10 03:15:59.999999993,AIR003_1,L NR,PURGE A CONC LOW ALM RECOVERED,52
8059,2025-01-10 03:19:29.999999993,AIR003_8,L NR,PURGE H CONC LOW ALM RECOVERED,52
8060,2025-01-10 03:30:09.999999993,AIR001_2,L NR,REACT FEED B CONC LOW ALM RECOVERED,52
8061,2025-01-10 03:31:59.999999993,AIR001_1,L NR,REACT FEED A CONC LOW ALM RECOVERED,52
8062,2025-01-10 03:52:39.999999993,AIR003_3,H NR,PURGE C CONC HIGH ALM RECOVERED,52
8063,2025-01-10 03:57:09.999999993,AIR001_3,H NR,REACT FEED C CONC HIGH ALM RECOVERED,52
8064,2025-01-10 04:22:19.999999993,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED,52
8065,2025-01-10 04:29:29.999999993,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED,52
8066,2025-01-10 04:42:29.999999993,AIR003_3,L,PURGE C CONC LOW ALM,52
8067,2025-01-10 04:58:59.999999993,V160,H NR,VLV POS FEED A HIGH ALM RECOVERED,52
8068,2025-01-10 05:02:39.999999993,AIR001_3,L,REACT FEED C CONC LOW ALM,52
8069,2025-01-10 05:21:59.999999993,FIR100,H NR,FLW FEED A HIGH ALM RECOVERED,52
8070,2025-01-10 05:23:29.999999993,V167,L NR,VLV POS PURGE LOW ALM RECOVERED,52
8071,2025-01-10 05:35:29.999999993,FIR115,L NR,FLW PURGE LOW ALM RECOVERED,52
8072,2025-01-10 05:52:59.999999993,AIR001_5,H NR,REACT FEED E CONC HIGH ALM RECOVERED,52
8073,2025-01-10 07:23:39.999999993,AIR002_2,H NR,SEP UFLW E CONC HIGH ALM RECOVERED,52
8074,2025-01-10 08:56:39.999999993,AIR001_1,H,REACT FEED A CONC HIGH ALM,52
8075,2025-01-10 09:02:59.999999993,AIR003_1,H,PURGE A CONC HIGH ALM,52
8076,2025-01-10 09:03:59.999999993,FIR123,L,FLW COND CW LOW ALM,52
8077,2025-01-10 09:24:49.999999993,AIR003_8,H,PURGE H CONC HIGH ALM,52
8078,2025-01-10 10:25:39.999999993,AIR002_2,L,SEP UFLW E CONC LOW ALM,52
8079,2025-01-10 10:58:09.999999993,AIR003_8,H NR,PURGE H CONC HIGH ALM RECOVERED,52
8080,2025-01-10 11:42:09.999999993,FIR123,L NR,FLW COND CW LOW ALM RECOVERED,52
8081,2025-01-10 12:30:29.999999993,AIR003_1,H NR,PURGE A CONC HIGH ALM RECOVERED,52
8082,2025-01-10 12:49:49.999999993,AIR001_3,L NR,REACT FEED C CONC LOW ALM RECOVERED,52
8083,2025-01-10 12:51:09.999999993,AIR003_3,L NR,PURGE C CONC LOW ALM RECOVERED,52
8084,2025-01-10 12:56:59.999999993,AIR001_1,H NR,REACT FEED A CONC HIGH ALM RECOVERED,52
8085,2025-01-10 14:09:59.999999993,AIR002_2,L NR,SEP UFLW E CONC LOW ALM RECOVERED,52
8086,2025-01-10 14:24:19.999999993,AIR003_3,H,PURGE C CONC HIGH ALM,52
8087,2025-01-10 14:45:49.999999993,AIR001_3,H,REACT FEED C CONC HIGH ALM,52
8088,2025-01-10 17:45:29.999999993,AIR003_3,H NR,PURGE C CONC HIGH ALM RECOVERED,52
8089,2025-01-10 18:07:59.999999993,AIR001_3,H NR,REACT FEED C CONC HIGH ALM RECOVERED,52
8090,2025-01-11 00:01:09.999999993,FIR100,L,FLW FEED A LOW ALM,52
8091,2025-01-11 00:23:29.999999993,FIR100,L NR,FLW FEED A LOW ALM RECOVERED,52
8092,2025-01-11 00:36:29.999999993,V160,H,VLV POS FEED A HIGH ALM,52
8093,2025-01-11 01:27:09.999999993,AIR002_2,H,SEP UFLW E CONC HIGH ALM,52
8094,2025-01-11 01:45:29.999999993,AIR003_3,H,PURGE C CONC HIGH ALM,52
8095,2025-01-11 01:47:49.999999993,FIR123,H,FLW COND CW HIGH ALM,52
8096,2025-01-11 01:55:29.999999993,AIR001_1,L,REACT FEED A CONC LOW ALM,52
8097,2025-01-11 01:59:19.999999993,AIR001_5,H,REACT FEED E CONC HIGH ALM,52
8098,2025-01-11 02:16:49.999999993,AIR001_3,H,REACT FEED C CONC HIGH ALM,52
8099,2025-01-11 02:21:39.999999993,AIR003_1,L,PURGE A CONC LOW ALM,52
8100,2025-01-11 02:36:09.999999993,AIR003_5,H,PURGE E CONC HIGH ALM,52
8101,2025-01-11 02:38:39.999999993,AIR003_8,L,PURGE H CONC LOW ALM,52
8102,2025-01-11 03:11:59.999999993,AIR003_4,H,PURGE D CONC HIGH ALM,52
8103,2025-01-11 03:32:19.999999993,AIR003_4,H NR,PURGE D CONC HIGH ALM RECOVERED,52
8104,2025-01-11 03:45:59.999999993,AIR001_4,H,REACT FEED D CONC HIGH ALM,52
8105,2025-01-11 03:46:39.999999993,AIR003_4,H,PURGE D CONC HIGH ALM,52
8106,2025-01-11 03:46:59.999999993,K100,L,COMP WORK LOW ALM,52
8107,2025-01-11 03:54:49.999999993,AIR002_3,H,SEP UFLW F CONC HIGH ALM,52
8108,2025-01-11 04:01:19.999999993,FIR114,L,FLW COMP RCYCL LOW ALM,52
8109,2025-01-11 04:39:39.999999993,TIR113,L,FLW FEED A LOW ALM,52
8110,2025-01-11 05:08:29.999999993,AIR003_7,L,PURGE G CONC LOW ALM,52
8111,2025-01-11 05:19:59.999999993,LIR110,L,LVL STRIP LOW ALM,52
8112,2025-01-11 05:34:09.999999993,TIR111,L,TEMP STRIP LOW ALM,52
8113,2025-01-11 05:36:49.999999993,FIR104,L,FLW REACT FEED LOW ALM,52
8114,2025-01-11 06:33:19.999999993,AIR001_6,L,REACT FEED F CONC LOW ALM,52
8115,2025-01-11 06:54:59.999999993,FIR122,L,FLW REACT CW LOW ALM,52
8116,2025-01-11 07:08:29.999999993,LIR110,LL,LVL STRIP LOW LOW ALM,52
8117,2025-01-11 07:22:49.999999993,AIR001_2,L,REACT FEED B CONC LOW ALM,52
8118,2025-01-11 07:28:19.999999993,FIR119,H,UFLW SEP HIGH ALM,52
8119,2025-01-11 07:28:19.999999993,AIR003_6,L,PURGE F CONC LOW ALM,52
8120,2025-01-11 07:40:09.999999993,V167,H,VLV POS PURGE HIGH ALM,52
8121,2025-01-11 07:40:59.999999993,FIR115,H,FLW PURGE HIGH ALM,52
8122,2025-01-11 08:24:29.999999993,AIR002_5,L,SEP UFLW H CONC LOW ALM,52
8123,2025-01-11 08:52:29.999999993,AIR003_2,L,PURGE B CONC LOW ALM,52
8124,2025-01-11 09:10:59.999999993,FIR102,H,FLW FEED E HIGH ALM,52
8125,2025-01-11 09:50:59.999999993,TIR118,L,TEMP SEP LOW ALM,52
8126,2025-01-11 10:00:59.999999993,FIR115,H NR,FLW PURGE HIGH ALM RECOVERED,52
8127,2025-01-11 10:17:29.999999993,PIR108,H,PRES REACT HIGH ALM,52
8128,2025-01-11 11:38:49.999999993,PIR108,HH,PRES REACT HIGH HIGH ALM,52
8129,2025-01-11 14:38:49.999999993,FIR102,H NR,FLW FEED E HIGH ALM RECOVERED,53
8130,2025-01-11 14:38:49.999999993,FIR114,L NR,FLW COMP RCYCL LOW ALM RECOVERED,53
8131,2025-01-11 14:38:49.999999993,FIR104,L NR,FLW REACT FEED LOW ALM RECOVERED,53
8132,2025-01-11 14:38:49.999999993,PIR108,H NR,PRES REACT HIGH ALM RECOVERED,53
8133,2025-01-11 14:38:49.999999993,TIR118,L NR,TEMP SEP LOW ALM RECOVERED,53
8134,2025-01-11 14:38:49.999999993,FIR119,H NR,UFLW SEP HIGH ALM RECOVERED,53
8135,2025-01-11 14:38:49.999999993,LIR110,LL NR,LVL STRIP LOW LOW ALM RECOVERED,53
8136,2025-01-11 14:38:49.999999993,TIR111,L NR,TEMP STRIP LOW ALM RECOVERED,53
8137,2025-01-11 14:38:49.999999993,K100,L NR,COMP WORK LOW ALM RECOVERED,53
8138,2025-01-11 14:38:49.999999993,TIR113,L NR,FLW FEED A LOW ALM RECOVERED,53
8139,2025-01-11 14:38:49.999999993,AIR001_1,L NR,REACT FEED A CONC LOW ALM RECOVERED,53
8140,2025-01-11 14:38:49.999999993,AIR001_2,L NR,REACT FEED B CONC LOW ALM RECOVERED,53
8141,2025-01-11 14:38:49.999999993,AIR001_3,H NR,REACT FEED C CONC HIGH ALM RECOVERED,53
8142,2025-01-11 14:38:49.999999993,AIR001_4,H NR,REACT FEED D CONC HIGH ALM RECOVERED,53
8143,2025-01-11 14:38:49.999999993,AIR001_5,H NR,REACT FEED E CONC HIGH ALM RECOVERED,53
8144,2025-01-11 14:38:49.999999993,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED,53
8145,2025-01-11 14:38:49.999999993,AIR003_1,L NR,PURGE A CONC LOW ALM RECOVERED,53
8146,2025-01-11 14:38:49.999999993,AIR003_2,L NR,PURGE B CONC LOW ALM RECOVERED,53
8147,2025-01-11 14:38:49.999999993,AIR003_3,H NR,PURGE C CONC HIGH ALM RECOVERED,53
8148,2025-01-11 14:38:49.999999993,AIR003_4,H NR,PURGE D CONC HIGH ALM RECOVERED,53
8149,2025-01-11 14:38:49.999999993,AIR003_5,H NR,PURGE E CONC HIGH ALM RECOVERED,53
8150,2025-01-11 14:38:49.999999993,AIR003_6,L NR,PURGE F CONC LOW ALM RECOVERED,53
8151,2025-01-11 14:38:49.999999993,AIR003_7,L NR,PURGE G CONC LOW ALM RECOVERED,53
8152,2025-01-11 14:38:49.999999993,AIR003_8,L NR,PURGE H CONC LOW ALM RECOVERED,53
8153,2025-01-11 14:38:49.999999993,AIR002_2,H NR,SEP UFLW E CONC HIGH ALM RECOVERED,53
8154,2025-01-11 14:38:49.999999993,AIR002_3,H NR,SEP UFLW F CONC HIGH ALM RECOVERED,53
8155,2025-01-11 14:38:49.999999993,AIR002_5,L NR,SEP UFLW H CONC LOW ALM RECOVERED,53
8156,2025-01-11 14:38:49.999999993,FIR122,L NR,FLW REACT CW LOW ALM RECOVERED,53
8157,2025-01-11 14:38:49.999999993,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED,53
8158,2025-01-11 14:38:49.999999993,V160,H NR,VLV POS FEED A HIGH ALM RECOVERED,53
8159,2025-01-11 14:38:49.999999993,V167,H NR,VLV POS PURGE HIGH ALM RECOVERED,53
8160,2025-01-11 14:38:59.999999993,PIR108,HH NR,PRES REACT HIGH HIGH ALM RECOVERED,53
8161,2025-01-11 14:38:59.999999993,LIR110,L NR,LVL STRIP LOW ALM RECOVERED,53
8162,2025-01-11 16:11:39.999999993,AIR003_3,H,PURGE C CONC HIGH ALM,53
8163,2025-01-11 16:17:09.999999993,AIR001_3,H,REACT FEED C CONC HIGH ALM,53
8164,2025-01-11 16:51:09.999999993,AIR001_1,L,REACT FEED A CONC LOW ALM,53
8165,2025-01-11 16:52:59.999999993,AIR003_1,L,PURGE A CONC LOW ALM,53
8166,2025-01-11 17:40:49.999999993,AIR002_2,H,SEP UFLW E CONC HIGH ALM,53
8167,2025-01-11 17:52:19.999999993,AIR001_2,L,REACT FEED B CONC LOW ALM,53
8168,2025-01-11 17:53:09.999999993,AIR001_6,L,REACT FEED F CONC LOW ALM,53
8169,2025-01-11 18:13:39.999999993,AIR001_5,H,REACT FEED E CONC HIGH ALM,53
8170,2025-01-11 18:19:49.999999993,FIR123,H,FLW COND CW HIGH ALM,53
8171,2025-01-11 19:00:39.999999993,AIR003_8,L,PURGE H CONC LOW ALM,53
8172,2025-01-11 19:03:49.999999993,FIR100,H,FLW FEED A HIGH ALM,53
8173,2025-01-11 19:05:29.999999993,AIR003_5,H,PURGE E CONC HIGH ALM,53
8174,2025-01-11 19:10:29.999999993,FIR115,L,FLW PURGE LOW ALM,53
8175,2025-01-11 19:24:19.999999993,V160,H,VLV POS FEED A HIGH ALM,53
8176,2025-01-11 19:39:29.999999993,V167,L,VLV POS PURGE LOW ALM,53
8177,2025-01-11 20:20:59.999999993,AIR003_1,L NR,PURGE A CONC LOW ALM RECOVERED,53
8178,2025-01-11 20:24:59.999999993,AIR001_1,L NR,REACT FEED A CONC LOW ALM RECOVERED,53
8179,2025-01-11 20:36:39.999999993,AIR001_2,L NR,REACT FEED B CONC LOW ALM RECOVERED,53
8180,2025-01-11 20:38:49.999999993,AIR003_8,L NR,PURGE H CONC LOW ALM RECOVERED,53
8181,2025-01-11 20:52:39.999999993,AIR001_3,H NR,REACT FEED C CONC HIGH ALM RECOVERED,53
8182,2025-01-11 20:54:29.999999993,AIR003_3,H NR,PURGE C CONC HIGH ALM RECOVERED,53
8183,2025-01-11 21:18:39.999999993,AIR003_5,H NR,PURGE E CONC HIGH ALM RECOVERED,53
8184,2025-01-11 21:34:09.999999993,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED,53
8185,2025-01-11 21:35:49.999999993,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED,53
8186,2025-01-11 21:44:59.999999993,AIR003_3,L,PURGE C CONC LOW ALM,53
8187,2025-01-11 21:50:39.999999993,AIR001_5,H NR,REACT FEED E CONC HIGH ALM RECOVERED,53
8188,2025-01-11 21:51:09.999999993,V160,H NR,VLV POS FEED A HIGH ALM RECOVERED,53
8189,2025-01-11 21:56:29.999999993,AIR001_3,L,REACT FEED C CONC LOW ALM,53
8190,2025-01-11 22:21:49.999999993,FIR100,H NR,FLW FEED A HIGH ALM RECOVERED,53
8191,2025-01-11 22:26:29.999999993,V167,L NR,VLV POS PURGE LOW ALM RECOVERED,53
8192,2025-01-11 22:38:49.999999993,FIR115,L NR,FLW PURGE LOW ALM RECOVERED,53
8193,2025-01-12 00:13:39.999999993,AIR002_2,H NR,SEP UFLW E CONC HIGH ALM RECOVERED,53
8194,2025-01-12 01:16:19.999999993,AIR001_1,H,REACT FEED A CONC HIGH ALM,53
8195,2025-01-12 01:24:59.999999993,FIR123,L,FLW COND CW LOW ALM,53
8196,2025-01-12 01:27:09.999999993,AIR003_1,H,PURGE A CONC HIGH ALM,53
8197,2025-01-12 02:41:49.999999993,AIR002_2,L,SEP UFLW E CONC LOW ALM,53
8198,2025-01-12 03:45:09.999999993,FIR123,L NR,FLW COND CW LOW ALM RECOVERED,53
8199,2025-01-12 04:37:49.999999993,FIR100,L,FLW FEED A LOW ALM,53
8200,2025-01-12 05:04:09.999999993,AIR003_1,H NR,PURGE A CONC HIGH ALM RECOVERED,53
8201,2025-01-12 05:05:39.999999993,AIR002_2,L NR,SEP UFLW E CONC LOW ALM RECOVERED,53
8202,2025-01-12 05:13:39.999999993,AIR002_2,L,SEP UFLW E CONC LOW ALM,53
8203,2025-01-12 05:16:39.999999993,AIR003_3,L NR,PURGE C CONC LOW ALM RECOVERED,53
8204,2025-01-12 05:23:39.999999993,AIR001_1,H NR,REACT FEED A CONC HIGH ALM RECOVERED,53
8205,2025-01-12 05:23:59.999999993,AIR001_3,L NR,REACT FEED C CONC LOW ALM RECOVERED,53
8206,2025-01-12 06:12:29.999999993,FIR100,L NR,FLW FEED A LOW ALM RECOVERED,53
8207,2025-01-12 06:38:59.999999993,AIR002_2,L NR,SEP UFLW E CONC LOW ALM RECOVERED,53
8208,2025-01-12 06:51:09.999999993,AIR003_3,H,PURGE C CONC HIGH ALM,53
8209,2025-01-12 06:53:39.999999993,AIR001_3,H,REACT FEED C CONC HIGH ALM,53
8210,2025-01-12 10:19:19.999999993,AIR001_3,H NR,REACT FEED C CONC HIGH ALM RECOVERED,53
8211,2025-01-12 10:32:19.999999993,AIR003_3,H NR,PURGE C CONC HIGH ALM RECOVERED,53
8212,2025-01-12 10:40:09.999999993,AIR002_2,H,SEP UFLW E CONC HIGH ALM,53
8213,2025-01-12 11:56:29.999999993,AIR002_2,H NR,SEP UFLW E CONC HIGH ALM RECOVERED,53
